event_id,word_idx,word,start,end,pos,is_content,pos_class,surprisal,surprisal_class,sentence_idx,sentence_id,sentence_onset
65,80,Transmitting,71.08,71.54837060702872,VBG,1,1,21.981539726257324,2,10,10,True
66,81,my,71.55124600638979,71.66,PRP$,0,4,8.765049934387207,1,10,10,False
67,82,grids,71.661,71.89999999999999,NNS,1,0,20.54659080505371,2,10,10,False
68,83,now,71.931,72.08999999999997,RB,1,3,7.732331275939941,1,10,10,False
69,85,Good,72.94,73.07,JJ,1,2,8.987364768981934,1,11,11,True
70,86,luck,73.07,73.27028753993608,NN,1,0,2.4161217212677,1,11,11,False
71,88,All,107.67,107.79999999999998,RB,1,3,15.724262237548828,2,12,12,True
72,89,right,107.801,107.94999999999996,RB,1,3,6.956064701080322,1,12,12,False
73,90,buddy,108.01916932907348,108.26916932907348,VBP,1,1,13.20928955078125,1,12,12,False
74,91,we,108.26916932907348,108.4456869009585,PRP,0,4,7.000054359436035,1,12,12,False
75,93,here,108.45,108.74999999999996,RB,1,3,4.415068626403809,1,12,12,False
76,95,Right,109.43,109.60999999999996,UH,0,4,9.56600284576416,1,13,13,True
77,96,where,109.63112779552723,109.82,WRB,0,4,6.446714401245117,1,13,13,False
78,97,you,109.821,109.92999999999998,PRP,0,4,1.656693458557129,0,13,13,False
79,98,paid,110.0385079872204,110.24402555910544,VBD,1,1,10.54053020477295,1,13,13,False
80,99,me,110.251,110.37,PRP,0,4,5.314414024353027,1,13,13,False
81,100,to,110.371,110.43999999999998,TO,0,4,1.7206745147705078,0,13,13,False
82,101,bring,110.511,110.73,VB,1,1,8.545123100280762,1,13,13,False
83,102,you,110.731,110.9,PRP,0,4,0.6256256699562073,0,13,13,False
84,104,Question,111.7711182108626,112.03999999999998,NN,1,0,13.865532875061035,2,14,14,True
85,105,is,112.04099999999998,112.14999999999996,VBZ,1,1,4.198561191558838,1,14,14,False
86,106,why,112.221,112.67,WRB,0,4,6.459654331207275,1,14,14,False
87,108,I,113.84,114.08070287539928,PRP,0,4,3.815363883972168,1,15,15,True
88,110,looking,114.08099999999996,114.46999999999996,VBG,1,1,3.1039578914642334,1,15,15,False
89,111,for,114.82,114.93999999999998,IN,0,4,5.789463520050049,1,15,15,False
90,112,a,114.93999999999998,115.01999999999998,DT,0,4,0.7511751055717468,0,15,15,False
91,113,car,115.19488817891374,115.64201277955269,NN,1,0,2.108537197113037,1,15,15,False
92,115,Car,116.20095846645371,116.7933226837061,NN,1,0,10.209627151489258,1,16,16,True
93,117,Hey,117.8662715654952,117.99846645367415,UH,0,4,10.103279113769531,1,17,17,True
94,118,pal,118.10100000000004,118.27,UH,0,4,13.646442413330078,2,17,17,False
95,119,you,118.271,118.38,PRP,0,4,9.32620906829834,1,17,17,False
96,120,ca,118.381,118.66999999999996,MD,0,4,3.8720626831054688,1,17,17,False
97,122,get,118.78100000000002,118.94999999999996,VB,1,1,4.469232082366943,1,17,17,False
98,123,any,118.95099999999998,119.14,DT,0,4,5.914810180664063,1,17,17,False
99,124,further,119.25100000000003,119.56,RBR,1,3,9.349024772644045,1,17,17,False
100,125,away,119.561,119.86,RB,1,3,5.487892150878906,1,17,17,False
101,126,from,119.92610223642176,120.02693290734832,IN,0,4,0.957781195640564,0,17,17,False
102,127,land,120.121,120.40999999999995,NN,1,0,12.944150924682615,1,17,17,False
103,128,than,120.41099999999996,120.50999999999996,IN,0,4,2.808250904083252,1,17,17,False
104,129,out,120.51099999999995,120.73999999999998,RB,1,3,10.213492393493652,1,17,17,False
105,130,here,120.741,121.04999999999995,RB,1,3,3.077168226242065,1,17,17,False
106,132,Exactly,121.37,122.08999999999996,RB,1,3,13.69212818145752,2,18,18,True
107,133,where,122.20100000000004,122.39999999999998,WRB,0,4,3.6825785636901855,1,18,18,False
108,134,I,122.40099999999995,122.51999999999998,PRP,0,4,5.222075939178467,1,18,18,False
109,135,want,122.521,122.8,VBP,1,1,5.144532203674316,1,18,18,False
110,136,to,122.801,122.87999999999998,TO,0,4,1.070439100265503,0,18,18,False
111,137,be,122.97100000000002,123.18000000000002,VB,1,1,1.9360584020614624,1,18,18,False
112,139,Well,123.47923322683708,123.5578274760384,UH,0,4,7.244131565093994,1,19,19,True
113,140,I,123.5633226837061,123.7,PRP,0,4,3.614972114562988,1,19,19,False
114,141,got,123.701,123.83999999999996,VBD,1,1,5.221060752868652,1,19,19,False
115,142,news,123.901,124.21,NN,1,0,12.65605354309082,1,19,19,False
116,143,for,124.211,124.39,IN,0,4,1.0003585815429688,0,19,19,False
117,144,you,124.391,124.53,PRP,0,4,0.2111011892557144,0,19,19,False
118,145,buddy,124.531,124.86,NNP,1,0,10.545294761657717,1,19,19,False
119,147,There,125.1,125.26999999999998,RB,1,3,6.13974142074585,1,20,20,True
120,149,nobody,125.271,125.75,NN,1,0,10.820515632629396,1,20,20,False
121,150,out,125.751,125.94,RB,1,3,4.945990085601807,1,20,20,False
122,151,here,125.941,126.04999999999995,RB,1,3,0.7628542184829712,0,20,20,False
123,152,but,126.12419488817898,126.27000000000004,CC,0,4,5.4923624992370605,1,20,20,False
124,153,us,126.35143769968052,126.69424920127796,PRP,0,4,4.865908622741699,1,20,20,False
125,155,What,128.85303514376997,129.05303514376996,WP,0,4,7.115785121917725,1,21,21,True
126,156,are,129.2364217252396,129.4119808306709,VBP,1,1,3.8157918453216553,1,21,21,False
127,157,you,129.54632587859422,129.73466453674118,PRP,0,4,0.4492461681365967,0,21,21,False
128,158,doin',129.99,130.35000000000005,NN,1,0,8.455703645944595,1,21,21,False
129,159,out,130.35100000000006,130.67,RB,1,3,5.456403732299805,1,21,21,False
130,160,here,130.671,130.96000000000004,RB,1,3,0.6690932512283325,0,21,21,False
131,162,What,131.05750798722045,131.2191693290735,WP,0,4,4.18848991394043,1,22,22,True
132,163,does,131.22364217252394,131.3325239616614,VBZ,1,1,7.267982482910156,1,22,22,False
133,164,it,131.33380191693294,131.42907348242815,PRP,0,4,2.12174129486084,1,22,22,False
134,165,look,131.43,131.57000000000008,VB,1,1,4.283270835876465,1,22,22,False
135,166,like,131.61100000000005,131.93,IN,0,4,0.0084581729024648,0,22,22,False
136,167,genius,131.931,132.45000000000005,NN,1,0,23.162860870361328,2,22,22,False
137,169,I,132.57,132.68137380191695,PRP,0,4,4.69539213180542,1,23,23,True
138,171,crabbin',132.82933865814695,133.24,VBP,1,1,2.4911296367645264,1,23,23,False
139,173,Well,133.33009584664543,133.62527156549524,UH,0,4,6.817624092102051,1,24,24,True
140,174,turn,133.65502555910544,133.9112460063898,VB,1,1,13.64959716796875,2,24,24,False
141,175,around,133.91266134185307,134.47728434504802,RB,1,3,4.215378284454346,1,24,24,False
142,176,and,135.64217252396165,135.79217252396165,CC,0,4,1.3864333629608154,0,24,24,False
143,177,go,135.88,136.11571884984022,VB,1,1,3.5842831134796143,1,24,24,False
144,178,back,136.234856230032,136.4669329073483,RB,1,3,3.481602907180786,1,24,24,False
145,179,where,136.551,136.67000000000002,WRB,0,4,6.667322158813477,1,24,24,False
146,180,you,136.67100000000002,136.84000000000006,PRP,0,4,0.403789758682251,0,24,24,False
147,181,came,137.0,137.37,VBD,1,1,0.3949717879295349,0,24,24,False
148,182,from,137.371,137.65000000000003,IN,0,4,0.103172980248928,0,24,24,False
149,184,Yeah,137.97083067092657,138.3280511182109,UH,0,4,8.833040237426758,1,25,25,True
150,186,And,138.33100000000002,138.53,CC,0,4,5.604368209838867,1,26,26,True
151,187,who,138.531,138.73000000000002,WP,0,4,8.424098014831543,1,26,26,False
152,189,gon,138.761,139.01000000000002,VBG,1,1,14.6172513961792,2,26,26,False
153,190,na,138.761,139.01000000000002,TO,0,4,13.683502197265623,2,26,26,False
154,191,make,139.01100000000002,139.25,VB,1,1,8.050241470336914,1,26,26,False
155,192,me,139.25000000000009,139.37000000000006,PRP,0,4,4.150093078613281,1,26,26,False
156,194,Alright,140.58,140.93000000000006,UH,0,4,8.306501388549805,1,27,27,True
157,195,alright,140.93000000000023,141.38000000000008,RB,1,3,8.735877990722656,1,27,27,False
158,197,Do,141.481,141.66,VBP,1,1,7.85908317565918,1,28,28,True
159,199,get,141.661,141.8,VB,1,1,4.760178089141846,1,28,28,False
160,200,your,141.80100000000002,141.87000000000006,PRP$,0,4,5.036983489990234,1,28,28,False
161,201,prop,142.03099999999992,142.25000000000003,NN,1,0,18.150161743164062,2,28,28,False
162,202,in,142.24544089456873,142.32514376996812,IN,0,4,4.5590338706970215,1,28,28,False
163,203,a,142.32268370607028,142.39824281150158,DT,0,4,4.652612209320068,1,28,28,False
164,204,twist,142.49269329073476,142.95974440894568,NN,1,0,7.905389308929443,1,28,28,False
165,206,What,144.65,144.75750798722044,WP,0,4,7.619702339172363,1,29,29,True
166,207,a,144.75399361022366,144.9190095846645,DT,0,4,7.093381881713867,1,29,29,False
167,208,jerk,145.05083067092653,145.54099041533553,NN,1,0,7.837884902954102,1,29,29,False
168,210,Sorry,145.91805111821088,146.3,UH,0,4,7.984846115112305,1,30,30,True
169,211,buddy,146.34892332268367,146.6403194888179,NN,1,0,6.88214921951294,1,30,30,False
170,213,Looks,146.98415335463267,147.10000000000002,VBZ,1,1,10.074969291687012,1,31,31,True
171,214,like,147.10100000000003,147.26000000000008,IN,0,4,0.2502270042896271,0,31,31,False
172,215,it,147.31100000000004,147.51000000000002,PRP,0,4,4.570260047912598,1,31,31,False
173,217,the,147.51100000000002,147.61000000000004,DT,0,4,6.235832691192627,1,31,31,False
174,218,end,147.61100000000005,147.79000000000005,NN,1,0,4.859098434448242,1,31,31,False
175,219,of,147.79100000000005,147.86,IN,0,4,0.2543966472148895,0,31,31,False
176,220,the,147.85623003194888,148.01581469648562,DT,0,4,1.2405776977539062,0,31,31,False
177,221,line,148.01581469648565,148.31805111821078,NN,1,0,3.3822429180145264,1,31,31,False
178,223,Buddy,149.2779552715655,149.655750798722,NNP,1,0,16.54017448425293,2,32,32,True
179,225,Leland,217.68690095846645,217.9134185303515,NNP,1,0,24.922582626342773,2,33,33,True
180,226,Turbo,217.9744408945687,218.361821086262,NNP,1,0,17.61510467529297,2,33,33,False
181,227,this,218.41214057507983,218.570607028754,DT,0,4,12.287113189697266,1,33,33,False
182,228,is,218.56869009584665,218.6495207667732,VBZ,1,1,4.5803985595703125,1,33,33,False
183,229,Finn,218.68051118210863,218.86453674121407,NNP,1,0,16.85642433166504,2,33,33,False
184,230,McMissile,218.87220447284344,219.4563897763578,NNP,1,0,30.970314979553223,2,33,33,False
185,232,I,219.57827476038327,219.6995207667732,PRP,0,4,4.181413650512695,1,34,34,True
186,234,at,219.69846645367417,219.8212460063898,IN,0,4,3.281453847885132,1,34,34,False
187,235,the,219.8222460063898,219.91,DT,0,4,8.54059886932373,1,34,34,False
188,236,rally,219.9141948881789,220.1224920127796,NN,1,0,2.484635829925537,1,34,34,False
189,237,point,220.181,220.5,NN,1,0,11.390591621398926,1,34,34,False
190,239,Over,220.61,220.9152715654953,RB,1,3,10.968469619750977,1,35,35,True
191,241,All,222.1629392971246,222.3608626198083,RB,1,3,8.952557563781738,1,36,36,True
192,242,right,222.43,222.6105431309905,RB,1,3,4.132969379425049,1,36,36,False
193,243,fellas,222.77767731629388,223.28,NNS,1,0,17.489269882440567,2,36,36,False
194,244,you,223.36,223.55,PRP,0,4,9.536514282226562,1,36,36,False
195,245,know,223.551,223.78,VBP,1,1,3.606771230697632,1,36,36,False
196,246,the,223.781,223.8775079872204,DT,0,4,5.4715776443481445,1,36,36,False
197,247,drill,223.8849840255591,224.214856230032,NN,1,0,7.05723762512207,1,36,36,False
198,249,Leland,224.82,225.14083067092653,VB,1,1,20.06359386444092,2,37,37,True
199,250,it,225.1482204472844,225.27166134185308,PRP,0,4,10.448179244995115,1,37,37,False
200,252,Finn,225.32377955271565,225.549712460064,NNP,1,0,17.56538963317871,2,37,37,False
201,254,Please,225.87,226.0372204472844,UH,0,4,9.559208869934082,1,38,38,True
202,255,respond,226.0382204472844,226.3565495207668,VB,1,1,11.80159854888916,1,38,38,False
203,257,Over,226.72,226.9856869009585,RB,1,3,12.60393238067627,1,39,39,True
204,259,Come,229.59744408945687,229.73993610223647,VB,1,1,9.844464302062988,1,40,40,True
205,260,on,229.73760383386585,230.0169329073481,IN,0,4,1.239591121673584,0,40,40,False
206,261,guys,230.14016932907347,230.69923322683687,NNS,1,0,8.086129188537598,1,40,40,False
207,263,These,230.89523961661345,231.07220447284345,DT,0,4,9.725351333618164,1,41,41,True
208,264,crates,231.14668690095849,231.48584664536745,NNS,1,0,15.518092155456545,2,41,41,False
209,265,are,231.4888178913738,231.676996805112,VBP,1,1,5.615434646606445,1,41,41,False
210,267,gon,231.74568690095853,232.06252396166124,VBG,1,1,15.42566204071045,2,41,41,False
211,268,na,231.74568690095853,232.06252396166124,TO,0,4,13.390371322631836,2,41,41,False
212,269,unload,232.05750798722045,232.3511182108626,VB,1,1,19.153779983520508,2,41,41,False
213,270,themselves,232.45047923322684,233.1773162939297,PRP,0,4,11.37582015991211,1,41,41,False
214,272,Too,235.3738019169329,235.5238019169329,RB,1,3,10.405084609985352,1,42,42,True
215,273,many,235.56332268370613,235.78332268370616,JJ,1,2,2.3360817432403564,1,42,42,False
216,274,cars,235.9408722044728,236.34,NNS,1,0,9.99182415008545,1,42,42,False
217,275,here,236.341,236.5,RB,1,3,6.059584140777588,1,42,42,False
218,277,Out,236.5047923322684,236.7027156549521,IN,0,4,10.697548866271973,1,43,43,True
219,278,of,236.6996805111821,236.76773162939296,IN,0,4,1.249992847442627,0,43,43,False
220,279,my,236.84266134185307,236.97,PRP$,0,4,5.685886859893799,1,43,43,False
221,280,way,236.971,237.19000000000003,NN,1,0,4.266198635101318,1,43,43,False
222,282,Professor,237.99,238.4833226837061,NNP,1,0,16.698129653930664,2,44,44,True
223,283,Zundap,238.4888178913738,239.01884984025563,NNP,1,0,30.23914289474488,2,44,44,False
224,285,There,240.0894568690096,240.19805111821088,RB,1,3,7.711009502410889,1,45,45,True
225,286,it,240.20000000000005,240.25000000000003,PRP,0,4,6.959151744842529,1,45,45,False
226,287,is,240.25100000000003,240.36,VBZ,1,1,0.2133033275604248,0,45,45,False
227,288,Professor,240.361,240.77000000000004,NNP,1,0,10.916681289672852,1,45,45,False
228,290,You,241.2,241.28,PRP,0,4,5.105235576629639,1,46,46,True
229,291,wanted,241.281,241.49000000000004,VBD,1,1,10.085046768188477,1,46,46,False
230,292,to,241.49100000000004,241.56000000000003,TO,0,4,0.6093268394470215,0,46,46,False
231,293,see,241.561,241.74,VB,1,1,3.226217031478882,1,46,46,False
232,294,this,241.741,241.80000000000007,DT,0,4,3.797208309173584,1,46,46,False
233,295,before,241.8700000000001,242.09000000000003,IN,0,4,6.816396236419678,1,46,46,False
234,296,we,242.091,242.17,PRP,0,4,4.300278663635254,1,46,46,False
235,297,load,242.171,242.33000000000007,VBP,1,1,13.735895156860352,2,46,46,False
236,298,it,242.33100000000007,242.4300000000001,PRP,0,4,2.518763780593872,1,46,46,False
237,300,Ah,242.57,242.77000000000004,UH,0,4,9.3419828414917,1,47,47,True
238,301,yes,242.771,243.1699999999999,UH,0,4,4.32445764541626,1,47,47,False
239,303,Very,243.64,244.00000000000003,RB,1,3,8.451140403747559,1,48,48,True
240,304,carefully,244.041,244.52999999999983,RB,1,3,8.238407135009766,1,48,48,False
241,305,sehr,244.964856230032,245.2223642172524,NN,1,0,27.6489200592041,2,48,48,False
242,306,gut,245.223642172524,245.385303514377,NNP,1,0,13.650619506835938,2,48,48,False
243,308,A,246.36,246.44000000000003,DT,0,4,6.924463748931885,1,49,49,True
244,309,TV,246.481,246.85,NN,1,0,13.98345947265625,2,49,49,False
245,310,camera,246.851,247.20000000000007,NN,1,0,7.37464714050293,1,49,49,False
246,312,What,247.4,247.52000000000004,WP,0,4,5.839137554168701,1,50,50,True
247,313,does,247.52100000000004,247.65000000000003,VBZ,1,1,6.049037933349609,1,50,50,False
248,314,it,247.65100000000004,247.74000000000007,PRP,0,4,2.1391870975494385,1,50,50,False
249,315,actually,247.73100000000005,248.13000000000005,RB,1,3,7.410687923431396,1,50,50,False
250,316,do,248.181,248.29000000000005,VB,1,1,1.887385606765747,1,50,50,False
251,318,This,248.62,248.85,DT,0,4,5.860684871673584,1,51,51,True
252,319,camera,248.851,249.24,NN,1,0,6.343611717224121,1,51,51,False
253,320,is,249.241,249.34000000000003,VBZ,1,1,1.641255021095276,0,51,51,False
254,321,extremely,249.341,250.12000000000003,RB,1,3,6.521819591522217,1,51,51,False
255,322,dangerous,250.18693290734825,250.83846645367416,JJ,1,2,7.837667942047119,1,51,51,False
256,324,What,250.94,251.05,WP,0,4,7.196401119232178,1,52,52,True
257,325,are,251.051,251.16,VBP,1,1,5.451050281524658,1,52,52,False
258,326,you,251.161,251.27000000000004,PRP,0,4,1.6382664442062378,0,52,52,False
259,327,up,251.27100000000004,251.41000000000005,IN,0,4,7.354915142059326,1,52,52,False
260,328,to,251.55345047923333,251.73,IN,0,4,0.2347588241100311,0,52,52,False
261,329,now,251.7693386581469,252.07651757188503,RB,1,3,6.105137348175049,1,52,52,False
262,330,Professor,252.2241533546326,252.781821086262,NNP,1,0,19.447404861450195,2,52,52,False
263,332,This,265.63,265.78000000000003,DT,0,4,12.700873374938965,1,53,53,True
264,333,is,265.78100000000006,265.99,VBZ,1,1,2.479346990585327,1,53,53,False
265,334,valuable,265.991,266.44,JJ,1,2,16.223384857177734,2,53,53,False
266,335,equipment,266.44100000000003,266.87,NN,1,0,11.705195426940918,1,53,53,False
267,337,Make,267.31,267.47,VB,1,1,9.240036010742188,1,54,54,True
268,338,sure,267.471,267.72,JJ,1,2,0.3672780990600586,0,54,54,False
269,339,it,267.721,267.78000000000003,PRP,0,4,3.1307356357574463,1,54,54,False
270,340,is,267.781,267.90000000000003,VBZ,1,1,1.2840477228164673,0,54,54,False
271,341,properly,267.981,268.35,RB,1,3,4.885514736175537,1,54,54,False
272,342,secured,268.35100000000006,268.7600000000001,VBN,1,1,4.114234924316406,1,54,54,False
273,343,for,268.851,268.97,IN,0,4,5.564815521240234,1,54,54,False
274,344,the,268.971,269.06,DT,0,4,3.326519012451172,1,54,54,False
275,345,voyage,269.061,269.45,NN,1,0,12.8369140625,1,54,54,False
276,347,You,269.4552715654951,269.55,PRP,0,4,5.579156398773193,1,55,55,True
277,348,got,269.551,269.79290734824275,VBD,1,1,13.268706321716309,1,55,55,False
278,349,it,269.7907124600637,269.87373801916937,PRP,0,4,1.9404646158218384,1,55,55,False
279,351,Hey,270.09,270.37,UH,0,4,12.812612533569336,1,56,56,True
280,352,Professor,270.543162939297,271.03,NNP,1,0,13.823160171508787,2,56,56,False
281,353,Z,271.10543130990413,271.3535143769968,NNP,1,0,8.125802040100098,1,56,56,False
282,355,This,271.60702875399363,271.7505111821089,DT,0,4,5.4233880043029785,1,57,57,True
283,356,is,271.75079872204475,271.8348242811502,VBZ,1,1,0.7820073962211609,0,57,57,False
284,357,one,271.8402555910544,271.9934504792332,CD,0,4,6.8719162940979,1,57,57,False
285,358,of,271.99041533546324,272.05846645367404,IN,0,4,0.4641228318214416,0,57,57,False
286,359,those,272.06070287539933,272.2308306709264,DT,0,4,2.041223764419556,1,57,57,False
287,360,British,272.35,272.71,JJ,1,2,14.612825393676758,2,57,57,False
288,361,spies,272.711,273.0329073482428,NNS,1,0,11.728523254394531,1,57,57,False
289,363,told,273.2843450479233,273.48115015974435,VBD,1,1,10.06007194519043,1,57,57,False
290,364,you,273.54461022364217,273.65000000000003,PRP,0,4,0.5826993584632874,0,57,57,False
291,365,about,273.651,273.98,IN,0,4,0.9108125567436218,0,57,57,False
292,367,Yeah,273.98,274.26000000000005,UH,0,4,8.451940536499023,1,58,58,True
293,369,This,274.52,274.74,DT,0,4,5.767029285430908,1,59,59,True
294,370,one,274.78892332268373,274.9627795527154,NN,1,0,4.252099990844727,1,59,59,False
295,371,we,275.2,275.34,PRP,0,4,9.02786636352539,1,59,59,False
296,372,caught,275.341,275.5400000000001,VBD,1,1,8.52967357635498,1,59,59,False
297,373,sticking,275.56100000000004,275.96000000000004,VBG,1,1,14.696097373962402,2,59,59,False
298,374,his,275.96100000000007,276.0900000000001,PRP$,0,4,3.6412625312805176,1,59,59,False
299,375,bumper,276.2509999999999,276.6600000000001,NN,1,0,15.05839729309082,2,59,59,False
300,376,where,276.7799680511181,277.036805111821,WRB,0,4,9.971707344055176,1,59,59,False
301,377,it,277.041,277.1,PRP,0,4,2.41641616821289,1,59,59,False
302,378,did,277.1,277.36000000000007,VBD,1,1,6.375308990478516,1,59,59,False
303,380,belong,277.441,277.90402555910526,VB,1,1,1.3793542385101318,0,59,59,False
304,382,Agent,278.09971246006376,278.6848562300319,NNP,1,0,15.253771781921388,2,60,60,True
305,383,Leland,278.8487955271566,279.5368370607029,NNP,1,0,14.133316040039062,2,60,60,False
306,384,Turbo,279.74,280.37920127795525,NNP,1,0,20.92850112915039,2,60,60,False
307,386,It,287.6044408945686,287.8697124600637,PRP,0,4,12.627914428710938,1,61,61,True
308,388,Finn,287.941,288.15,NNP,1,0,19.27366828918457,2,61,61,False
309,389,McMissle,288.2140575079872,289.0677316293928,NNP,1,0,34.26042175292969,2,61,61,False
310,391,He,290.4295942492013,290.64,PRP,0,4,2.792126417160034,1,62,62,True
311,393,seen,290.641,290.8408306709265,VBD,1,1,8.98740291595459,1,62,62,False
312,394,the,290.83544089456865,290.9129073482427,DT,0,4,3.1871039867401123,1,62,62,False
313,395,camera,291.00638977635776,291.450159744409,NN,1,0,8.793368339538574,1,62,62,False
314,397,Kill,291.6996805111821,291.8996805111821,VB,1,1,15.03306007385254,2,63,63,True
315,398,him,291.8996805111821,292.1263578274759,PRP,0,4,2.571932077407837,1,63,63,False
316,400,All,292.56869009584665,292.84329073482434,DT,0,4,9.584423065185549,1,64,64,True
317,401,hands,292.88817891373805,293.1509584664536,NNS,1,0,11.857551574707031,1,64,64,False
318,402,on,293.2012779552716,293.41948881789114,IN,0,4,1.652936577796936,0,64,64,False
319,403,deck,293.482428115016,293.80063897763534,NN,1,0,0.0052388911135494,0,64,64,False
